text,airline_sentiment
worri send letter expect compens fli twice week guy,negative
thank,positive
thank keep updat hope make either connect killeen tx,positive
tri book rwrd told couldnt bought tix usair aa choic bother aadv svc,negative
know suicid second lead caus death among teen,neutral
narrowli made standbi lot snag trip,negative
order alway hour delay hour wors ever forgot meal,negative
aa doesnt charg fee chang award ticket long origin destin award type remain,neutral
need tonight anyth els,negative
spent choppiest feed whiplash ever americanairlinesfail iwantmymoneyback,negative
ok call like tmrw uk time question process get chang charg revers due bereav,neutral
respons could made differ could made situat better trust get lost like bag,negative
come want go home miss anoth day work stuckinmemphi texasisclos,negative
guy kill,negative
aww cool nice know still head one fave,positive
statu sju,neutral
would love dm twitter app say follow,negative
offer perk ask told thenewamerican,negative
good care custom anyth happen take get back nyc screw,negative
say dumb thing beat around bush cancel flightl prepar compass,negative
worst compani ever pleas fli repeat pleas fli credit delay,negative
continu win never miss nice littl quiet gate chang made possibl sheesh,negative
keep aa air crew chief cousin alex espinosa dfw,positive
lost cat miss flight kept crate hr would hr trip never touch pet,negative
worri steal money,negative
pretti lame respons two page singl space letter,negative
happen u matter respons matter way drop ball aa,negative
look help usairway award travel book wife two boy seat assign,negative
done truck biggi grinning_face_with_smiling_ey,positive
put bad mood angri sinc spagnuolo coach ram,negative
cancel flight left help find hotel stay slept airport night,negative
vega dfw cancel flightl sunday monday whammi today,negative
bird could fli south america exampl argentina,neutral
extrem upset baggag handler decid go luggag take belong,negative
delay hour gf meal despit earli request attend seat fell leg badservic,negative
robocal anoth cancel flightat accept chang let connect agent wow,negative
said aa provid wifi rout china base feder law unit,negative
sure happen usairway statu merger took place,negative
help rebook passeng via twitter dm hold hour thank,negative
like apolog gate agent aa76 awar zone nine preciou gem,negative
key point confus whether make chang even though initi book problem u airway metal,neutral
origin destin date go u airway connect aa direct award saver level,neutral
old fli ord pvg get upgrad,neutral
none lax flight dfw cancel flightl land fine complet arbitrari,negative
realli answer question mayb provid detail give clarif,negative
thank,positive
ramper gate b40 dfw wait marshal,negative
cancel way rebook websit app wait minut hold fail cc,negative
got phone custom servic minut get issu resol guy awesom,positive
thank info number call speak person go take hour type,neutral
kax premium hope better food tv know work servic tnx,positive
sound like date,positive
frustrat attitud toward execplat member thenewamerican,negative
anoth day anoth grievanc airlin custom servic,negative
misunderstood would day chang gate agent said,negative
way,neutral
car accid way airport miss rno dca tri resch line hr wait,negative
thank much,positive
hope enjoy winterweath brought warm coat glove maria yup new beani,positive
weather sun,negative
fail rdu sit wait attend logist good,negative
idea wait time refund told day phone well past,negative
happi purchas upgrad avail next,negative
go report polic due sexual assult sad care,negative
th rebook cancel flight woo hoo go make,negative
dfw lit way pdx tomorrow cancel flight help,negative
issu lack consider announc made late gate agent hour,negative
understand day go twice extra med diaper babi,negative
sure run version,neutral
could train attend manner decenc,negative
chang fee price new ticket logic,negative
nice read thank much,positive
advis turn issu polic due sexual assult thank allow plane,negative
fuck,negative
give hard time look basic custom servic aa lost bag eta return pleas,negative
bet sure form wear tear skin hope surviv rest winter xxx,neutral
love live close alway great view,positive
thank,positive
someon contact aw experi american airlin weekend,negative
actual onlin indic seat avail premium cost allow seat select time purchas,negative
definit mine min vastli differ understand need get plane maint honest,negative
guy let go,positive
way add aa number itinerari involv sit hold hour,negative
hardli believ bundl stay warm winking_fac,positive
right someon someth,neutral
go make connect mex aa2444,negative
thank share photo round applaus crew appreci hard work,positive
get free ticket hawaii fabul,neutral
lavatori freez problem nitrogen line low tire inflat equip malfunct aa2444,negative
want chang next week still charg wait fligt statu,neutral
dfw omg yeah cold everywher,neutral
great custom servic thank,positive
book problem int onlin provid passport number book problem arriv airport,neutral
ye,neutral
hook free trip barbado tell secret beach see,neutral
get cancel flightl wait rep rebook wonder issu get,negative
go polic dept due sexual assult stewardess allow occur lack concern,negative
thank respond quickli tweet appreci,neutral
tri chang time alreadi purchas told pay chang fee ridicul,negative
pleas email temorris2010 will discu experi give anoth tri would like speak directli,neutral
get cancel flightl abl reschedul date want next day day,negative
sinc care happen passeng plane contact polic dept,negative
gold forc pay upgrad open seat st offer gold sapphir,negative
bet bird wish flown south winter lol,neutral
still think american airlin great would like treat better loyal custom first right,positive
could fli md80 dc10 would happi live plane much md80 love md80 life,positive
glad rt bet bird wish flown south winter,neutral
second pic cdg,neutral
sure bird warmer weather soon,neutral
week repli custom relat yet run time pleas help request thank,negative
true anoth reason stay south winter month travel,neutral
would fli real far south huh winterweath brrr,neutral
um south snow atl,neutral
sure certainli chilli back east today face_with_open_mouth,neutral
reason chicago board still seat assign serious,negative
merger go go fail huge probl comm dfw storm cxld rtrn flt cool,negative
feel like nickel dime enjoy aa purchas tkt pay extra seat,negative
delay everi hour sinc,negative
still use dc9,neutral
happi tt friend hope weather caus mani headach,positive
book aa award usair metal space open aa metal chang aa without fee,neutral
well day time world,positive
unload jetway broken step planb wait nearli hour,negative
love take seat appear though someon alreadi disappoint upgradem wtf,negative
want chang due weather condit dalla weekend abl cover chang fee mile,neutral
expect delay cancel flightlat dalla th due snow noth like monday hope,neutral
look rdu airport pleas think safeti passeng cant get rdu safe,negative
pleas explain cost almost price full roundtrip fair chang departur time,negative
delay time spent almost min tarmac reconsid futur option,negative
oh noth issu alreadi resolv air,positive
fill baggag claim phone last night check statu discov rep confus arkansa alaska unamused_fac,negative
need answer get wichita fall,negative
americanairlin say bag left miami return follow mechan glitch,negative
need refund,negative
realli need get clue start treat peopl like human anim americandairlinessuck,negative
raleigh updat southern state advisori,negative
hi lost found solut want offer free assist contact peopl item found,negative
inconveni disast phone bill refus pay,negative
expert seen right rdu airport,neutral
stop send back custom relat hand written letter send letter call help,negative
larg wichita fall airport receiv arriv call one answer wait day,negative
tell mean work need estim time arriv pleas need laptop work thank,negative
wait hour pilot aa3688 pilot hous dfw,negative
kudo captain crew handl fustrat peopl deal prevent issu shortcom maint,positive
offer group price discount chanc,neutral
understand,neutral
airlin troubl winter get good custom servic contact negoti compani foru,negative
guess way say thank share help good luck happi birthday ugh,negative
lot upset peopl freez termin gate agent kept u wait plane beyond allow time length,negative
pilot admit u delay entir aa incompet poor equip check,negative
fli child,neutral
ye rno departur connect dfw lga lax jfk,negative
go compens whose day plan ruin aa3490 delay pend cancel flightlat,negative
lost found like talk hormon teenag refus talk useless wastedeffort fail,negative
oh seem reappear lol,neutral
want chang ba avio,neutral
oh seem undon seat select mce want cx card select free seat,negative
announc board chose limit cater point run show lack plan imo,negative
thank quick respons appreci,positive
thank respond laptop bag need work worri file code utevgw,neutral
guess get brag fli choic unlik other fli option j,negative
thank updat,positive
thank final let get book frustrat set doned talktoahuman,negative
guess one select mani problem sudden whole trip got jack,negative
ye get disconnect due lack wifi strength reach help david,negative
commun seem issu,negative
hi guy rno dfw tomorrow plane come dfw bad weather consid fê rout connect,neutral
travel infant check carseat free provid bag someon told want confirm,neutral
wait nitrogen strut airport nozzl calibr tri find anoth,negative
dm explain whole stori earlier us1937,negative
let hope stay way big thank ground outsid crew across u last month great fb post yesterday,positive
hello baggag lost anoth citi anyon help,negative
bo,positive
sit plane columbu suppos leav hour ago mechan find tool servic shock absorb,negative
yet plan could fli low slow right front would great,neutral
forgot select ksml la minut hour mark way chang,neutral
pick nonstop bc thing get taken diff rout airlin suppos,negative
respons incred truli amaz step taken enhanc custom relat big thank grinning_face_with_smiling_ey,positive
dm,neutral
ye talk fll say central central say fll go bet go mth,negative
issu wait ramper close door wast fuel told need fuel cycl,negative
lack commun competit american air chanc,negative
dm follow,neutral
alreadi wait hour want get home,negative
appar told staff ground keep promis come,negative
day contact human apolog letter yucki read soon,negative
well show still sit gate plane depart,negative
thank guy got sleep hang dfw bad weather,positive
ticket book aa mile sorri sold ticket compani merg fix,negative
possibl chang ff number passeng book problem let chang,negative
great thank,positive
foot freez door open flt time fuel wait ramper aa4285,negative
got call baggag dept still look properti went miss prerecord human servic,negative
help,neutral
fat man stuck airplan bathroom,negative
connect us2065,neutral
deal reflight book problem agent miami airport,neutral
simpli amaz smile mile thank upgrad tomorrow ord spend lot time togeth next week,positive
statu xna dfw get differ report,negative
thank quick custom servic today refundprocedurenottoopain know winter weather fault,positive
need go yyz tmr morn switch unit alreadi bag still aa la la land,negative
drop follow need help,neutral
whole plane old plane seat leather come apart ay seam,negative
ye travel marsh harbor,neutral
tri coordin airport hand nutella veryimportantproject,neutral
select onlin ticket would miss connect need help get dfw iah,negative
seat disgust old dirti go refurbish plane u air jfk phx,negative
way manual add gift card ex eu ticket aa metal long haul ba intra eu,neutral
understand need drain lavatori fear freez polici check board smh come,negative
fli aa4285 min delay mechan issu perhap consid mainten,negative
repair made water line potabl water board take soon time new plane mci,negative
thank recommend sit minut last updat min ago,positive
stick futur chang fee first bag free stellar custom servic,negative
show plane,neutral
although control weather came great custom servic,positive
local agent person answer question phone servic terribl,negative
help,negative
alreadi book use chang fee book problem differ type ticket,negative
depend termin best option arriv depart breakfast burrito crave updat,neutral
overzeal stewardess prevent u bring car seat worstflight,negative
watch parent break stroller tell look fine print,negative
wish could rememb name,positive
delay connect pn,neutral
thank get back frequent weather advisori updat throughout day,neutral
live dfw hub hate fli jfk get ireland,negative
ok one airport help u anoth custom got told leav till,negative
thank aa alway start vacat,positive
talk actual person help guy,negative
custom servic provid wiggl room chang without chang fee alway accommod,negative
aa1119 cx aa157 kill layov still want breakfast hungri get dfw,negative
ye thank want start vacat,positive
number,neutral
staff rsw work sliver airlin desk help get inform,negative
pilot announc plane unus day mainten deal anoth aircraft,negative
know probabl way get cheaper airfar ticket leav hour folded_hand,neutral
thank repli tri figur get dfw,positive
merg airlin readi prime time book elit flyer nothappi needcoffe,negative
ye obvious stink pm one option suppos fli yesterday,neutral
good morn tamara tri get comfort soon noxtralegroom nocoatcloset,negative
made thank aa,positive
mainten md80 sit two day frozen line found board come faail mci,negative
thank yayayay,positive
hope contact wk ago respond still issu u fund frustrat,negative
told emerg servic stay home next hour,neutral
thank respons twitter truli impress,positive
ba1551 depart tomorrow wednesday cancel flightl anyon make airport weather,neutral
manch charlott fl told could get pm west palm beach noth earlier,neutral
boo wack as termin food loung bueno never,negative
,neutral
sent chequ today paid uk bank account annoy,negative
wichita fall airport worst never fli unknowledg staff,negative
pleas tell dfw weather advisori rdu entir state nc shut ice snow,neutral
thank much appreci,positive
like origin tri happi pay differ,neutral
issu weather advisori rdu entir state nc shut overnight winter storm,neutral
still wait go far long someon speak,negative
mission accomplish today thank,positive
zoom sauc potato stuff vile mean vile,negative
merg mile complet month,neutral
month ago best cater domest airlin today worst planet flown almost,negative
wifi dca stl rout hour could use love,negative
even bother cater dog food one eat,negative
thank make worst fli experi ever never book airlin train attend better,negative
lost basket ballbag plane,negative
thank great custom servic famili made back sat safe weather dfw made thing littl worrisom,positive
seem littl preoccupi bring attent flag issu observ,negative
gate time though made cri made scene min instead board plane still outsid,negative
disappoint lack kind toward person agent ask counterpart person talk,negative
ye start get home hour late flightr record locat bsuxlu,negative
aa3465 staff refus allow woman board departur sign still board,negative
fantast thank tri tweet photo view,positive
excel love guy first class hug ya see shortli,positive
thank email long expect respons,positive
said work time dfw secur entranc c26 pre check wherea paid servic,neutral
sgf dfw might want clear ice plane land flushed_fac,neutral
great job tyr ground crew let get bird outta tell wait mike,positive
state get help tk hr yest spk live person told chk site,negative
one question wife get bonu call today,neutral
suffici sorri actual anyth guess system presum beyond reproach reform,negative
good morn wonder pre tsa check board pa morn,neutral
ye bit follow dm,neutral
attend extens brand bitchi attend flight appreci,negative
special meal cater jfk lax thank qanta rest way fear youd cater,negative
get compens cancel flight departur twice made miss wed,negative
charact enough describ inconsider employe,negative
hope possibl frozen view along way,neutral
seen blue go look,positive
cabin thank messag remind peopl choic fli choos anoth airlin next time,negative
realli even look see happen could better next time,negative
delay aa3186 miss due delay aa3186 new delay aa2401,negative
thank,positive
told u drive back drop could attempt fix realli time terribl,negative
hi next set flight next year dublin,neutral
chang u airway get two seat togeth help,neutral
wrong day confirm usxlon departur peopl,negative
troubl book problem seat us84 march oper aa neither airlin websit allow seat select,negative
thank robot non help assist,negative
fli weekli seen one,negative
would love say much h internet person yr old plane nofunatal,negative
uwon allow me2mak chang onlin forc me2sit thru excess phone wait time insist charg crazi fee that servic,negative
oh aa speed dial,neutral
thank book uk use read exchang way sent,neutral
amaz watch travel celeb world show youth america fli,neutral
travel week delay cancel flightlat want learn merger press delay connector chicago deic,neutral
requir custom fill contact inform time seem design prevent limit interact,negative
horribl servic luggag got destroy woman baggag servic rude help,negative
rather clunki process whoever design clearli understand mail,negative
thank today great crew,positive
thank contact american email address written unmonitor account,neutral
custom relat dept one way mail allow respons help,negative
sorri answer claim aa ref accordingli without use weather,negative
motor usual start engin broke ground crew fail time per pilot mainten,neutral
rise like sun dca morn member best view avgeek,positive
guy serv drink til need awheelchair get plane import assault woman,negative
lot talk mia sfo year old plane nonewplan old shame,negative
get togeth perfect combin delay cancel flightlat,neutral
sorri sad answer fulli refund first fare respons week aa futur,negative
thank info chang need made phone correct way aa agent call directli,neutral
bot haha alway lie,negative
especi death famili still solut hour count thank,negative
fortun window seat show abl scoot creat space,negative
great aa1103 sit hour first technic problem,negative
absolut worst experi ever,negative
call back sinc depart close biggest bunch bull,negative
need know done like promis would yesterday,negative
late board exit row taken could gotten wors guy next bought seat miserablemorn,negative
yesterday phone,neutral
staff commenc new polici industri embarrass,negative
statement sent yesterday like jeanin said even call last night well excel servic,positive
need talk ensur statement sent bank get credit charg,negative
month straight travel ahead time find new airlin,negative
ticket confirm email anyth els,neutral
fli dca bag iad alreadi late meet work call number land loudly_crying_fac,negative
tri dpdfpp,neutral
face palm cannot believ last hr hr sleep,negative
wow regina told file request lost bag statement finish travel get dc argg,negative
share experi sever time aa ref aa respons senseless weather caus,negative
record number bpdfpp,neutral
apolog rude sale rep failur offer anyth trite condescend platitud,negative
embassi suit woodland park drive herndon virginia u,neutral
non exist take far need hide behind corpor logo provid number tcf useless amateur,negative
lax ogg lax use hard earn mile given lousi servic faulti seat leg damag bag custom care,negative
found midnight last night would think agent lax could relay info bag flt,negative
cancel flight yesterday rebook middl seat accept upgrad emerg row would help nothappi,negative
right provid faulti seat flight plu damag bag replac shrug damag flight,negative
good enough need provid phone number partner investig,negative
lol great answer agent check passeng quickli possibl appreci patienc,neutral
super spring tide tide centuri draw tourist french coast,neutral
p right,neutral
ye dull need deliv embassi suit herndon va still chicago fiasco lax,negative
point wait anoth week one airlin refus handl complaint phone,negative
machin broken line door self servic cust support bag check,negative
would seen pm est sound asleep,negative
merg airlin work ff program frustrat gate agent busi pout care attitudeissu,negative
abil anywher ticket counter cust servic onlin done,neutral
strand someon citi without luggag would think aa would want earn busi guess,negative
need get shit togeth counter peopl massiv line peopl need catch flight,negative
know polici ask littl kind due extenu circumst,negative
pilot anoth attend left walk away laugh wow,negative
oh left counter went downstair told elis agent join come counter,negative
cours compani job guy fail first place upgrad talk,neutral
mayb long trip late night queue baggag claim two termin good thought paid instead,negative
realli need custom servic train unhappi ee morn chicago gate k20 chking schd,negative
sat runway hr b4 takeoff hr late pilot plainli state comp mech issu,negative
n76200 prepar depart,neutral
alright prove day ago sat plane jfk hr deplan board,negative
tri choos seat everi time go next get system error,negative
thank airlin said locat aa detroit also inform flew aa matter,positive
talk delta hour phone got number delta ask give aa,neutral
polici maker need chang mindset aviat fli,negative
alreadi repli sorri believ fair journalist write articl trip includ,neutral
leav u strand send baggag import medic differ citi day voucher appal,negative
tri chang thursday ridicul wait time phone websit help,negative
saw american old colour saturday surpris see,neutral
skipper walk around,negative
plane veer runway ici dalla airport,neutral
thank acknowledg ife work well anyway mayb time upgrad lower profil system,negative
thank can repli,negative
went check hr advanc husband seat separ hr happen,negative
expect higher level custom servic crew give u accur inform,negative
least explan one told cancel flightl,negative
tri land one email custom servic twice seem care,negative
sinc rebook anoth airlin would like compens time money lost,negative
noth done enough,negative
rebook late connect,negative
supris new vaniti kit set frequent travel grinning_fac thank aa,positive
gah frustrat nobodi address usa bag disorganis,negative
love back mia lhr great crew thank,positive
email sever time hand wrote letter went airport call pleas fix pleas help,negative
offer cot sleep cancel flightl fuck cot hotel like suppos provid,negative
last year flight delay cancel flightl done,negative
anoth gener respons guy cmon terribl actual help person rude employe lax,negative
tri extrem rude even supervisor ask speak supervisor told,negative
ye still human hope deal horror stori peopl share complain dot everyon,negative
tri contact everyon refund offer might believ sincer,negative
file multipl complaint prefer continu warn public instead wast time inhuman corp,negative
worst experi life avoid cost lose belong human even offer compens,negative
terror stori luggag delay way intern day total angrycustom,negative
worst servic ever delay flight hour plu miss bag employe rude pouting_fac pouting_fac,negative
thank gener comput gener respons accommod travel instead say sorri,negative
give cot peopl get hotel room terribl,negative
twice got letter back say compani issu refund phone bill help phone shut,negative
oh yeah guess two differ thing weird thing brain thank xox,neutral
ye one answer train,neutral
ty site say pleas note offer print subscript servic american way,negative
weather that said peopl receiv hotel room peopl end line get,negative
hope pray safe stop de ice plane yet disappointed_fac,neutral
lose bag day arrang pick argentina claim tollfre reimburs help,negative
piti machin repli perhap stori unusu expect better respons given articl magazin,negative
rebook question peopl get hotel other like,negative
respond info differ custom servic line,negative
done,neutral
help u phone gate checkin book travel client cannot believ lack servic,negative
dm pay money want reach help way around,negative
get rest wait anoth hour receiv autom phone call neveragain,negative
know mean custom servic nightmar paid direct bump dalla cancel flight terribl,negative
absolut horribl custom servic person suppos call immedi call back disconnect,negative
also pass websit around passeng,neutral
cancel flightl call said call back hung say wait hr,negative
,negative
okay someon look fear lost forev small item,negative
kind airlin guy run peopl got line first receiv hotel voucher terribl custom servic,negative
wheel broken got swear,negative
cancel flightl fresno rebook lax cancel flightl midnight hotel avail,negative
give reward whoever find return thur fli back thru red_heart ear,negative
check de moin lay ord final destin austin texa baggag check ord,negative
btwn gate a8 a15 lost diamond ear dayjustgotwors pl mainten look,neutral
deplan chang plane,neutral
guy cancel flightl today book tomorrow unfortun rebook thank,negative
run one min next sat plane hour,negative
crew ground crew handl situat well text notif let catch wink delay,positive
thx hope iah dfw okc turn long trip today work tomorrow,positive
understand hope rectifi advanc would call auh need one check bag,negative
yeah buy plane ticket san diego detroit fli one plane home tomorrow,negative
noth mother natur like poor commut,negative
worst airlin entir world flew nightmar knew would,negative
hey name issu reserv help,negative
dm,negative
thank lost item locat ord return,positive
provid mean dialogu fear drive decis worstcustomerserviceev,negative
four hour late flightr final fli bad miss event,negative
pleas allow speak someon dialogu would solv issu better faster email,negative
bag complet lack respect call hung daughter bag,negative
sna curfew caus divers provid transport lax aa1237 pilot sure time,negative
allow convers upset custom custom servic worstcustomerserviceev,negative
cool cancel flightl sit plane hour thumbs_down pouting_fac airplan notahappycustom leavingtomm,negative
someth everyth happen yesterday,negative
forgot loung face_with_tears_of_joy,neutral
thank bleh disconnect let tri,negative
appreci,positive
love admir club thank hey follow,positive
refer number request,neutral
curiou thank respons alway good bad better competit,positive
custom servic deplor disgust compani ignor peopl phone lost baggag,negative
stuck plane dalla suppos go okc issu plane idea much longer,negative
thank submit damag bag complaint onlin anyth els goodcustomerservic,negative
thank,positive
respond respond respons speak someon worstcustomerserviceev,negative
thank alway airlin choic possibl,positive
gate agent disappear custom servic agent miser unhelp letdown neveragain,negative
report miss baggag baggag claim leaf midnight,negative
connect custom servic rep rather speak person comput thank,negative
tsa tri check thing bought peopl told late want thing back,negative
arriv pm eastern deplan crj airstair ici tarmac valet bag sent carousel pm,negative
attend correct complaint via twitter whoa brave new world live thank american air,positive
get anyon phone day rebook miss confer flt tomorrow,negative
b nois late norahm,negative
sad afford long distanc trip though,negative
btw guy consid make loung austin intl airport popul flightd area help compani sure hand,positive
ep travel mile yr would expect horribl travel experi,negative
expect delay dfw tomorrow morn,neutral
worst custom servic experi ever bad lawyer enjoy wrath,negative
beyond complic feel like use fli unit platinum mean noth,negative
look forward hear back hope next trip like,negative
oh trust love beauti,neutral
follow sure hope help,neutral
realli would love experi first class plane look stun,positive
love servic cheap upgrad american provid one best airlin ever good food good seat amaz thank,positive
broke sick wife luggag handl go jfk lax drag bag thru airport customerservic,negative
everi chanc get thank keep exec platinum,positive
yet wait connect agent,negative
expect respons custom relat,negative
yet wait connect agent,neutral
glad want help agent call rant shitti servic everi day,negative
hour cancel chang itinerari book onlin hour imposs scenario,negative
flight via unit arriv dfw car park iah beaming_face_with_smiling_ey,negative
onlin site flight list chronolog order result mi purchas anyth done,negative
found footag happi,positive
well clear custom auh need get iah arriv dfw possibl retriev luggag iad,neutral
share mani mani other filmcrew medium,neutral
tell get abi earlier pm tomorrow,neutral
everyon els outstand,negative
last dfw ord weather relat flightd austin leg delay well,negative
bag flew aa flew delta still sure whose final carrier refer,negative
follow back dm guy,neutral
cancel flightl flight last name right thing reinstat ticket,negative
veer ici runway dfw flight cancel flight mon figur right,negative
know love airlin friend problem retain info need,negative
late flightr complet itinerari chang lost work time yeah got rebook,negative
surpris fastest respond u brand twitter q2 q3 also th fastest world q3,positive
got kid look pictur hope came whole stori much,negative
clueless kind rez agnt contact usair around midnit told miss funer,negative
nice tri heard crew whisper still hotel probabl think work tomorrow,negative
hand sanit bathroom flight,neutral
airport right peopl know react help situat frustrat,negative
thank,positive
break whatev want take respons bad custom medium filmcrew nytim,negative
veer ici runway dfw flight cancel flight monday flightawar say,negative
mom tri also reason chang liter said rather empti seat,negative
apolog necessari wind delta xoxo,positive
fuck suck,negative
thank,positive
way,neutral
travel auh iad via etihad iad dfw via aa abl retriev check bag iad,neutral
seriou thread mayb guy read fail,negative
th plane day first taken svc schedul dep still ground ord pm,negative
joann san diego staff phenomen give girl rais handl flightnightmar better anyon,positive
beyond redempt jfk baggag claim look like luggag warehous,negative
sent,neutral
,neutral
thank aa dart get home time work morn den dfw wast vaca day,positive
even follow still get answer phone worst custom servic ever customerservic fail,negative
yeah gunna noth whole organ joke,negative
sister receiv call trip wednesday flt cancel flightl resch next day,negative
great tell fix medium filmcrew photographi cameragear,negative
hr min delay still wait need someth improv,negative
say web site fli directli ord dub tri book say stop,negative
glad hear seriou injuri minor crash even,positive
book u airway site see cancel link,negative
sit airport long periolodicli time plane nasti,negative
snow ice forecast dfw tu pm chang polici reserv hold wed morn leeway,neutral
space seat thank pilot back mn earli ohar think possibl sna2ord,positive
late geez flt2417 late delay typic,negative
guy wifi intern flight,neutral
add insult injuri go pick real class act stick delta,negative
absolut disappoint lack servic lost bag even deliv told would happen,negative
follow,positive
prefer seat,neutral
aa load peopl board th plane long day first unservic,negative
late flightst usair4603 earlier,neutral
delay tonight dfw sat famili member board,neutral
go delay lot,negative
use swu finnair codeshar american oper jfk man thank advanc help,neutral
tri multipl peopl alreadi sat phone hour half got nowher,negative
one book differ one past day,negative
nope make chang onlin min hold time deal rude rep hour window close,negative
care custom break gear tell anyth medium filmcrew,negative
ye twice two differ flight occas,neutral
cover photo twa wonder,neutral
unabl access websit tri,negative
yike,neutral
hope fix got new aircraft u wait board,neutral
best plane busi aa5411 today,negative
need cancel book earlier tonight abl twitter,neutral
love today fight bad draft airplan pleas add air air thanksm,negative
keep,positive
apolog good enough plane mechan hour delay unaccept,negative
thx apolog commit fix broken system would better actual fix would better still,negative
seat assign inappropri child age aa knew age child,negative
biggest joke ever seen tell everyon never use guy caus joke,negative
pay accommod one cancel flightl reason know say lie caus weather,negative
airport extra night hotel heard anyth embarrass airlin say,negative
get bit ridicul made miss full day work pay cab back forth,negative
assist help frustrat disappoint experi small child inconveni,negative
cancel say caus weather condit cancel,negative
guy huge joke cancel reason rd time one trip,negative
go pathet onlin work phone want give seat assign,negative
receiv ticket thank help,positive
jet slide ici taxiway stori,neutral
get hand call reserv reserv seat let select onlin fee,negative
delay hour human error like food truck hit plane line frozen,negative
disappoint airlin never book guy,negative
thank,positive
found lost luggag bring tomorrow next day weather nicer terribl servic,negative
would ok send dm ask question deaf hold long,negative
sorri disappoint outoftouchwithr peopl kid job,negative
allow book avail seat,negative
serious flight detroit dalla cancel flightl day row want get home see wife kid,negative
delay trap plane water air never ever ever neveragain aafail,negative
liter told rather empti seat mom get come earlier take dr appoint wow,negative
post respons facebook everyon see peopl appal lack concern,negative
advantag deactiv think deactiv custom acct without knowledg help,negative
thank make worst fli experi ever differ plane mechan issu hour count,negative
backpack need see agent,negative
realli want sign airlin credit card absurd chang fee switch made think twice,negative
sent email custom servic night happen ur respons basic bad sorri contact,negative
hi aa place itin hold expir log acct gone seat releas inv help,negative
tpa ord aa1679 anoth success journey thank hospit,positive
thank respons much appreci,positive
flight use gate bu plane aw board process hour half late,negative
anoth line call hold hour also get compens loss time money,negative
day final got autom servic call back hung beyond ridicul help,negative
ask waiver chang fee book past hr rep rude told even tri help,negative
idea hsv dfw tomorrow cancel flightl minut ago,neutral
thank actual made connect delay guess delay bad thing,positive
issu long wait infinit loop system let custom wait leav messag,negative
polici chang seen peopl hamster rabbit,neutral
thank attend advis connect held ran kid depart poor servic miami,negative
hour wait phone u air help hour wait airport yesterday love servic guy,negative
stand baggag claim wait bag hour dfw gate foot nothappi,negative
right miss connect three hour kay lost bag,negative
obvious see agent book u tomorrow morn hotel transport pregnantwithtwin strand angri,negative
suppos fl hour ago wait hour ridicul,negative
clt left gate next clt need help,neutral
compani polici refus employe speak employe phone interest,negative
still hold hung first time anoth minut,negative
rebook get notifi cancel flightl,negative
tomorrow,neutral
thank shout candac enjoy ride alway ador american airlin,positive
without notifi though like cancel flightl flight kim weather play nice u,negative
still think pj may sold love board u come,positive
flight lie flat seat stl pdx around date march,neutral
refus custom will pay upgrad half first class empti,negative
custom servic call refund money,negative
im still hold,negative
ever wonder find respond mani custom complaint twitter airlin suck,negative
peopl cruel stupid post person email damn internet lost mind,negative
get class discount wifi fli airlin approx,neutral
customerservic sit fourth plane today mechan problem excus tough loyal,negative
thank,positive
bqonpa delay po mia miss mia atl need seat last atl,negative
bad servic miami airport,negative
need entir custom servic overhaul would never treat custom anyth le a1 servic,negative
guy intent tri lose custom money,negative
continu play accord feder regul everi second could see quicker servic,negative
send trust travel id add reserv tsa pre,neutral
thank hire car chicago drive mke mean go airport,negative
folk execut platinum desk great pro understand displeasur chang fee switch sw,positive
thank anyth help would inform help process,positive
thank cancel flightl delay tell u miss work hotel worstcustomerservic,negative
delay hour pilot spend hour phone get ep agent phone,negative
advis ga pilot bad one took action,negative
need report complet disregard pay custom donotflywiththem,negative
anyth particular ask want document mileag plu statu,neutral
give u number call instead empti email sinc work,negative
check consist call multipl time loyal aa custom disappoint,negative
congrat call center custom servic guy name fidencio answer went beyond help hand hand hand,positive
daughter record loc kybilc travel need adjac seat across isl,neutral
gabriela miami rude employe work mia lga check made experi unpleas customerexperi,negative
ok make sens tho sinc give free upgrad first,negative
want cancel want take someon keep price held today,negative
delay commun,negative
would like addit detail issu airport agent name happi autom lip servic,negative
suppos depart pm central readi close door pm central,negative
despit inconveni situat handl quickli appreci much,positive
absolut,positive
cluster continu still connect instead direct bag charg seat togeth shaft,negative
pregnant twin go abandon overnight airport hotel fault,negative
idea delay pm pm delay anoth destin time,negative
receiv actual thank,positive
flight pensacola fl delay,neutral
statu itinerari say request red mean,neutral
bad rep loos costum luggag stop fli back,negative
happen,neutral
drop call peopl answer phone alway high call volum call,negative
thank weary_fac idk still late hope get tonight loudly_crying_fac,positive
work call get cut still hold dfw look better tomorrow,negative
give answer delay long compens miss flight lima cuzco,negative
help updat birthday incorrectli input reserv prevent check,neutral
yep saidi feel sorri run account embarrass,negative
tsa said noth could question employe swap custom belong,negative
wait minut,negative
thank,positive
need assist reflight book problem dfw lit,negative
took sit someon schedul bueno are jfk sre make thi hold plane,negative
dinner call hon servic would expect st class disappoint,neutral
upgrad st class inquir red wine sauvignon blanc pronounc one describ,neutral
watch bag abandon depart gate watch min owner return min report,negative
everyth sort thank help excit get home tonight,positive
mistak multibillion dollar compani,negative
